cibil_score,annual_income,employment_years,loan_amount,loan_term_months,residential_assets,commercial_assets,existing_liabilities,loan_status
371,1568945,8.9,1845852,12,7938352,3601998,409293,0
645,2113495,2.1,770027,84,2462465,4905996,1829678,0
412,2589622,21.7,1504566,48,468517,638135,1555773,1
899,2465027,22.5,552967,120,1454253,4303069,1067705,0
814,1684601,20.0,1914350,24,3300416,3182311,1951997,0
721,2993596,6.1,2929440,60,751497,2926880,1867223,0
741,1287430,27.4,190354,12,279836,4321196,33746,0
657,2604719,22.6,3120869,48,5245141,1520840,1229052,0
336,783437,19.7,952822,12,6594960,3937779,2590549,1
535,2466293,19.5,2705481,84,1865343,2852722,2387308,1
597,3963105,27.1,3271208,60,4180939,4675854,2564653,0
850,4125610,27.8,3115974,12,4582515,2338662,2862933,0
431,3534529,17.9,2696031,48,5340857,3602929,184204,0
598,3779111,12.5,2790200,36,7835350,2486632,810927,0
506,516559,10.9,791102,60,7081744,1969934,1378183,0
380,1838617,24.6,586294,48,2527694,1877257,1530030,0
361,3340402,19.3,1555950,48,7805536,4602257,2358762,0
519,4042770,2.3,2452477,84,279554,4189207,2173298,1
349,2997676,4.3,2491755,48,7694762,1126784,2118656,1
340,4297524,27.0,3118663,84,1142581,4328098,475557,0
510,1510707,26.5,1268560,120,911864,2918511,2032892,1
421,936762,28.6,3468791,84,954576,520844,2387719,1
633,614626,12.8,1824134,120,976114,3828290,2256231,1
310,2996876,23.5,1022629,60,3706268,811487,1748916,0
481,3392886,24.8,2954899,48,5121315,4361406,264888,0
572,1569497,9.5,553351,48,5957205,2272445,449221,0
878,3961555,4.4,1650985,24,127115,4582711,2229448,0
681,3748027,29.9,3135308,84,2371555,2415545,2604689,1
829,1928641,0.9,3095872,60,1058635,424878,2476080,1
506,1346169,17.9,1063366,120,1166742,3833453,1280104,0
570,3763123,19.5,707881,60,5971322,3630296,1761833,0
552,3422737,20.5,176121,48,5126134,1511744,529858,0
833,1019773,7.7,403035,36,1679569,1020521,1775413,0
876,1424598,21.6,3309594,120,2409441,4319040,586189,0
878,2532640,6.5,3145236,84,7399484,3895597,2385204,0
751,2653490,24.9,2048665,120,4601363,1489286,2356519,0
602,996602,6.6,2301933,60,1910579,3503449,153499,1
625,4753503,20.9,1340201,48,7470293,1203985,2807149,0
889,2065514,23.5,808584,12,1588930,906761,2388343,0
471,2030276,5.7,95144,12,2330775,3319580,1134750,0
508,490555,7.1,2703941,60,5542109,4164151,1353570,0
839,4403545,23.4,189543,24,4099933,4593378,236484,0
532,1328691,2.6,464851,12,554007,2308944,2808982,1
441,4937334,5.7,3180862,84,6454496,716954,302469,0
636,2580883,13.7,2352184,60,1825295,2719281,2767277,1
495,4399284,27.9,1984338,12,5533745,3404169,1963436,0
835,1059785,16.9,912665,48,2675003,4857019,2756141,0
846,996157,11.6,641402,48,6011826,560874,1112255,0
483,4045346,29.4,1892674,12,7184922,3283128,2687084,0
618,4134360,13.9,1466097,60,6180555,2561620,1278394,0
891,2806848,13.0,2159758,36,7369489,2942816,1050270,0
746,354317,12.3,702955,120,4319328,463374,1011142,0
429,4729872,9.4,964209,12,520413,83813,2855929,0
655,2087849,9.8,495882,84,4288497,3032519,1396616,0
672,4692726,20.6,1726695,12,3689942,996074,1435713,0
692,4379521,1.2,1141416,84,5751117,3069764,1930649,0
315,4287152,20.5,932670,84,1989567,132827,1667518,0
479,3506011,6.0,2220559,36,5581186,4006459,1623418,0
813,3431604,11.5,2014781,24,3533229,1666562,1137183,0
445,2757154,4.4,879526,12,5360461,2255893,492724,0
480,318938,16.6,2811179,36,3358150,1722542,2983696,1
493,2061747,21.9,1407501,60,3057077,2091741,1473866,0
406,3706599,10.6,1398393,84,1714112,2651650,2916757,0
393,4099026,4.9,1937827,24,6628341,3227857,1381839,0
508,2885918,6.8,599236,12,549405,3448842,1798283,0
825,3605881,24.5,1709117,48,1889623,4950818,1637212,0
300,304373,8.0,2350467,60,3413373,896726,2897262,1
470,2448346,23.2,558079,120,1245855,4358328,332010,0
336,2637080,9.9,2281337,84,7333797,3008272,1552547,1
637,4483925,5.7,203519,48,2761298,1547867,460581,0
450,1693048,21.8,2433772,60,1939198,4584882,2604095,1
775,1303750,14.1,190062,60,2030650,3534351,1590733,0
651,1891418,0.9,741585,48,1533423,925039,2769133,0
771,1017879,28.8,1433207,60,5305460,873980,826305,0
681,2880436,4.4,2477770,24,3850227,3295440,488663,0
563,3285458,10.6,2889268,84,1848143,3648334,1887095,1
817,4045376,11.5,1902265,120,6986473,227945,437321,0
586,4865573,14.7,568458,48,5251919,3140734,1118254,0
870,553305,23.6,1580555,48,3223234,2655738,941577,0
897,1386831,0.2,3158572,48,4105782,4847297,662204,0
654,1643419,28.0,406753,84,5249713,3707697,392153,0
705,1398418,19.4,2876914,24,1219600,4546263,1969185,1
453,4170954,28.5,1573808,36,6466975,170208,2274516,0
789,869594,24.5,65576,60,2067170,3821167,1181723,0
703,342744,27.8,2793620,60,236706,1668327,843096,1
842,4330705,18.0,155654,36,4173814,2766721,472837,0
460,4815289,10.7,1510121,12,7011395,4389785,2031114,0
773,1286708,13.3,820381,48,5864843,4349621,2426427,0
582,1797706,19.7,2356753,60,2467699,1127399,1644071,1
411,2615257,12.8,271677,84,3186013,1200447,1295276,0
402,2724553,22.0,409645,12,4767617,3614373,1945092,0
637,4956188,2.8,2148805,12,1862661,4390399,2745211,0
491,2139937,24.9,3976054,36,6560584,3061191,2969063,1
361,258276,6.1,206527,48,2360625,273016,580202,0
556,2229233,28.3,1869952,12,1733453,818438,1430190,1
692,2871133,4.7,3220451,24,760937,3747142,2629051,1
491,2681071,3.9,1198477,36,5546140,3708538,1898462,0
874,2658987,24.4,1997200,24,201196,4482467,2447730,0
768,4628560,24.6,3362802,60,6443754,2660405,2987523,0
608,4075748,22.2,2925420,12,7785035,2137999,311747,0
861,1408196,28.8,1208187,120,888908,560129,1837100,1
560,1905351,8.1,3015275,24,771279,3909810,1595044,1
383,3404395,24.8,2719278,48,7476061,4746857,854193,0
321,2169638,10.6,2051718,120,999098,226390,1961049,1
863,2256330,16.1,1792472,60,3261016,2459810,311592,0
876,1006102,13.4,3705184,120,6967713,1776385,1486447,1
744,1420969,0.2,3503407,12,1111876,3725404,1244066,1
361,3755913,17.2,3961452,84,5308042,3817753,1170789,0
476,4246070,22.4,2717764,12,3060917,1088501,1842522,0
324,3966603,5.2,1468898,60,3488580,4760062,2831527,1
330,1677600,27.9,482982,36,7448503,685916,2842309,1
447,855984,15.9,547163,84,5192187,3905974,2102463,0
643,966534,5.3,3807217,12,2555547,3706534,993038,1
339,2088594,19.4,1484791,120,7479879,811578,2897610,0
891,2685226,5.8,486247,48,4646113,3369121,2995116,0
573,4485944,1.9,932248,48,795018,1351998,2538691,0
458,4514373,20.6,132482,48,3140954,1370538,2619427,0
610,212994,3.3,2147472,12,1949688,432616,2451395,1
774,3596290,3.2,2384265,36,5139498,3731417,2280359,0
487,1634043,22.2,1544631,60,6882404,4037823,2176897,0
328,1149450,1.7,2989283,120,312850,2524961,1915158,1
330,2864203,24.3,1947775,120,6245115,3879643,1938238,0
812,362783,23.9,3841759,48,7330503,1742986,1169300,0
367,1803650,4.2,3064591,24,7954054,2825716,2660587,1
681,2850674,15.6,347450,48,5289432,3934459,1903956,0
531,1505817,2.9,1132383,48,2511270,2154038,1840229,1
767,3048283,19.0,3029195,36,1162559,3083914,2225503,0
336,2408180,1.9,2173025,36,7559092,725422,225865,0
839,4037156,28.3,3025215,120,3300034,2536342,2756715,0
719,1071311,6.2,1373887,36,2749510,4254473,1747691,0
570,474094,20.5,200655,12,5871754,3865536,2833200,0
424,2742201,3.8,3150596,84,5720746,1500656,308505,1
887,1433095,6.3,3150867,60,6474841,2724142,700875,1
481,3592141,13.5,2576170,36,7061944,3098345,2847904,1
594,647773,17.2,1647248,60,7016165,4692673,2078491,0
536,2961416,30.0,83593,120,1366256,4144193,1940007,0
438,4951203,0.8,2925022,120,1356890,4090279,1212944,0
550,646924,0.0,2657203,84,1645109,3763836,1666939,1
391,1648734,10.5,2687255,60,4647669,1790938,1638862,1
300,4253162,11.0,722140,12,6858036,1885052,593463,0
474,2761110,26.5,2938315,48,6750599,2324596,1547301,0
367,1039893,27.4,2911672,84,6506962,2130072,939227,1
549,1223023,26.4,3437055,84,631596,4786666,1027593,1
818,3871098,4.3,2290988,84,5564830,4376724,2303624,0
397,4332297,12.4,2939595,120,6807047,4476022,2026159,0
300,1930712,22.4,1635856,48,7859133,3037726,1409770,0
366,2474398,9.4,2801864,12,2744964,955927,1813229,1
605,3957255,19.9,2791563,48,6213698,718673,723737,0
465,1049251,7.1,3129381,36,3249813,1371519,1497921,1
594,1190110,9.7,3433544,84,1286241,3255025,1685328,1
317,3917274,25.8,62587,84,2718889,1822102,758223,0
500,1095978,7.5,3126038,36,2009739,3275948,508442,1
546,3899896,28.9,3180304,36,7291840,4399246,1577229,0
559,2585724,9.2,2204248,24,1405100,1671960,2822367,1
631,4952164,0.7,2102540,12,1046354,4637087,1385091,0
769,358092,7.6,2904643,36,4638098,2559645,2704297,1
580,4740582,5.1,1848396,24,4594196,4011702,2553798,0
805,1281427,15.2,1684962,24,4488855,299031,2234250,1
618,368387,3.4,3223266,120,1184864,1378542,2683012,1
456,3675259,18.8,3166653,60,3988491,4654419,1233846,1
437,2756136,26.2,867415,48,7428757,4435324,2277748,0
493,4219441,10.9,3324755,24,718462,2854787,434203,1
659,720097,5.1,1339642,84,6383451,164405,958920,0
445,587769,12.0,592310,60,1006273,298681,1699865,1
849,2922796,23.6,3519741,48,1870554,2114017,114268,0
588,4433973,17.7,990224,48,7185122,4490107,2295743,0
818,2147663,3.0,851728,48,2382226,1888143,2776008,0
710,4028083,16.1,1116455,84,4179316,4420365,315919,0
500,4549808,14.0,1991605,84,3052123,2676198,2976037,0
437,4374485,9.8,706022,48,4913977,674031,264484,0
747,2641609,3.3,680248,60,3243341,2803203,381062,0
498,3552457,29.4,1600513,120,3550626,1821593,2287239,0
448,2723197,5.3,910853,36,6538743,1127022,2056848,0
859,3435935,5.8,812481,120,4432966,3375596,2808158,0
590,2922018,4.4,3653046,60,4516267,1022778,1275440,1
329,2720448,17.1,2402380,24,6444624,4527444,1717581,0
597,2296680,13.3,104574,120,3423594,4017833,445561,0
576,3333379,7.5,451381,60,6588604,3910259,2075510,0
819,3805277,12.9,3265056,36,5755557,380984,2994304,1
727,4611727,20.2,1116180,24,7069867,4803534,1790592,0
415,3143497,8.5,651969,120,3662919,2466430,2799687,0
390,682505,27.5,2678807,84,4469303,3664750,1180695,1
662,3019897,9.2,3360212,12,1025920,958232,2947827,1
328,1715669,5.9,1624253,60,890735,3840345,1610011,0
491,328703,28.6,2984363,12,859913,1597836,431688,1
383,547783,24.3,1714778,36,5064054,3535453,1087757,0
312,3038250,10.3,479796,48,2607653,1386472,1475774,0
852,4735065,25.2,3201805,24,2311309,4661818,201065,0
353,2626743,15.6,3679847,48,4822962,3542611,2687323,1
305,2337274,10.4,3938821,48,3187100,2261398,717508,1
860,625570,25.2,445242,60,1078730,2280103,2025476,0
413,3441654,22.6,2282018,84,4459570,1310,2759933,1
790,466261,8.9,2512509,24,4401073,1497209,1303805,1
318,4237377,18.2,362315,84,1117493,3946197,1827998,0
392,4118748,11.1,3809009,24,2156877,4156760,1550083,1
366,4956802,0.0,456466,12,1898153,4998471,2292471,0
724,1564552,28.9,1111479,48,5563308,428975,115804,0
672,976555,16.5,3875578,36,1993065,1253676,1078904,1
585,1637767,18.0,2246592,24,226101,3831803,1834552,0
445,4037661,18.0,2732978,36,2134064,1806725,274101,1
353,1250347,16.5,2000147,120,3752187,1241564,2579147,1
642,4459630,8.7,3022253,60,6155200,1406874,1896132,0
438,940095,29.1,371804,84,418113,4590097,8380,0
654,434601,18.7,2719267,24,7049753,4289423,36471,0
713,1252916,20.1,313220,12,2644062,27795,479894,0
810,3819635,13.6,759489,36,2741020,4202889,1991719,0
596,3090942,8.6,2049670,84,124601,2783317,1553970,1
302,1902681,1.9,1821030,120,2210793,4222390,1446901,1
468,3348980,10.5,652547,12,3752790,3111325,1682893,0
812,3313265,5.3,3202418,48,5008780,3441793,1484111,0
620,2862661,19.9,1242366,36,6136127,2886502,1030057,0
672,2667431,26.4,3472134,84,4181740,3673213,21957,0
575,687168,9.1,109225,24,801760,4075077,83803,0
397,1446763,10.0,987475,48,3131423,2541245,2067100,1
838,2732947,20.1,1222567,84,5881782,560820,2230801,0
764,849062,4.5,2404049,48,5116382,465424,719466,0
898,2484026,27.9,1634069,84,4673562,2077780,728775,0
814,761346,10.9,670552,60,4066833,2366812,1223582,0
474,3978722,3.0,2305706,60,4036842,4318684,1933732,0
452,695949,5.2,3835194,24,7944229,165701,1780426,1
449,644187,28.0,577984,120,4795866,4443677,1677440,0
852,3261392,7.4,1046207,24,4776792,275671,110192,0
634,1258554,19.9,1940038,120,2687177,2491722,1292514,0
573,1886772,4.7,2920209,120,3920295,2113479,2257988,1
881,1708444,5.8,589615,48,5682717,2789835,1770869,0
662,1239840,26.4,962896,120,6864185,212427,2420732,0
846,3856554,4.4,978995,84,6237327,3819542,2085116,0
891,3521049,0.6,2483413,84,5298708,671652,2699199,0
347,1346128,15.0,375530,12,6225791,3898052,1716733,0
517,3496878,25.9,2654094,12,263515,2834269,1707867,1
741,3624666,9.8,1730597,12,2155678,4440407,1672576,0
788,2788008,3.8,1347291,12,1944573,4893936,793662,0
389,2976257,29.5,3455514,84,5231256,4219287,1308233,0
491,4687798,20.3,3284394,24,6026782,2260603,506136,0
629,2378621,25.5,3221628,12,1184765,2072116,1290103,1
780,2049988,22.6,3547215,120,3963357,3314882,449274,0
367,2787205,20.9,973943,24,7746457,3248767,1472898,0
661,4212143,11.5,3427527,84,21034,3951375,2862457,1
478,3606016,9.7,745167,120,7035669,2416176,1356234,0
430,560669,21.5,1356653,48,1548694,2313340,2215864,1
609,2404532,21.5,2244298,120,2148139,589807,1317074,1
548,3751189,28.5,2990144,120,5053873,844683,2717752,1
682,1274804,17.1,2331800,24,5830198,4108405,631110,0
490,4944548,8.8,2259989,24,6994892,4946008,2502898,0
794,4078919,14.7,1537040,36,43981,3008818,2174514,0
346,4263672,18.4,2390882,48,392226,1721047,2666335,1
817,592279,12.8,1926667,84,3825861,290026,398857,0
317,2982391,23.7,1935829,24,4468422,216702,2684355,1
742,2733380,17.5,2363597,24,2086790,3384342,2726132,0
508,3208477,0.3,2421032,36,5094200,3208872,887833,0
530,4281257,17.1,1353350,24,2121973,1415505,1874539,0
311,1895790,19.0,585834,120,7459128,943791,1759967,1
721,2763098,27.5,1233258,36,1419429,346326,146702,0
399,3461529,12.4,1664946,120,5241151,3411940,1575825,0
696,3815304,17.2,685650,12,4242558,3032945,1976996,0
735,3897898,14.2,751803,12,824261,1666383,615230,0
807,1817294,15.9,3806408,84,4838688,3661044,1084543,0
725,4991497,2.0,1156417,24,1173954,4226236,1756204,0
481,246186,26.9,2968979,12,4316676,2586421,2789295,1
743,2563822,27.3,554867,60,5086113,1312042,181757,0
796,3122086,16.4,3890597,24,577407,28241,2808227,1
490,494259,16.7,889357,12,1724957,3977265,2448528,0
374,2365573,1.7,1605741,36,2365622,2884414,2537785,1
834,3060118,17.9,3138621,48,7426444,1737194,142903,0
388,3116544,12.9,845667,48,1769333,33045,1703547,0
656,771316,21.3,2221854,60,7365498,4070181,1105999,0
442,1532041,1.4,3152732,12,4271851,4632042,2757533,1
375,1374872,21.3,143390,36,7589247,2406103,2222739,0
766,3271627,8.6,150205,36,6650280,1336526,1949425,0
386,1778143,19.6,3164672,36,2343621,3098792,83368,1
702,2942971,18.8,1087831,48,4478155,4355033,2625388,0
716,3708944,6.8,3642401,24,5735599,2936421,1469184,0
336,4026928,13.2,3713205,60,626933,60546,480159,1
403,1082279,25.1,3527696,120,5304111,975561,2622151,1
777,4536948,18.2,3987281,60,3677330,486082,2712541,1
604,995614,2.1,3300917,36,284830,2056092,1489822,1
372,305013,13.3,1564741,48,6936116,2257041,1984772,0
896,415828,9.4,3969255,60,2124520,2677446,1831300,1
459,1164991,19.2,1416181,84,6993516,3793037,909822,0
302,4391552,18.4,2366288,36,1654134,561907,2245121,1
855,1197837,0.3,72569,12,4333275,4712809,2993441,0
309,3528826,18.2,3852222,60,2966469,1317854,2802582,1
632,2208773,22.0,2387813,60,7143967,2605474,2060652,0
896,391743,23.1,3797935,12,7624430,1054256,1080806,0
647,2331867,1.8,1443678,60,6160501,1777303,2725249,0
651,335803,9.1,1287293,12,6764813,4163098,2782237,0
533,2485636,12.6,2113508,60,6151307,222772,16756,0
376,2881637,5.4,3460564,84,2347397,2416015,1015222,1
644,2702549,12.6,2218131,12,7363200,2918547,1657015,0
839,1556165,2.1,3180267,84,4240252,2849642,1733515,1
354,3879536,3.4,897064,12,2747781,1900219,2137598,0
829,3064287,20.1,3114405,24,1538129,1889090,1540932,0
549,1422968,7.9,2943221,60,5678168,4545668,41210,0
622,2286100,21.3,3590309,36,2219472,1204897,497224,1
399,720829,1.4,277667,120,5221389,2400296,2287678,0
673,4631901,16.9,1567550,120,520026,1821256,2080003,0
409,3814640,11.7,400368,120,5078458,3827235,1954345,0
464,1581483,23.9,1630217,12,5140852,4029313,1322760,0
733,3439608,23.5,3047649,24,4197790,4241053,824279,0
330,3459898,11.3,2578207,24,5255366,424713,924166,1
568,3126448,18.7,3024329,60,7950266,491388,2066835,1
657,459460,6.8,2964328,48,6708013,1877113,1512883,1
379,4416919,17.4,3969384,84,3516400,2204231,392703,1
477,4788131,2.4,3524962,24,6972415,315082,1198427,0
506,4875883,13.0,2365683,24,7635589,4468588,2472112,0
698,4907636,5.5,3509589,60,1280475,4484997,1797120,0
887,4658356,26.5,239245,60,2871417,2122276,2598676,0
802,3747558,13.3,2899292,60,5944328,3847233,1525855,0
414,473008,17.7,2112036,36,4119748,2825771,1456431,1
310,2433020,10.8,3829727,48,1077661,3285293,2848143,1
331,1376711,8.7,2039839,120,3780109,4365520,1522327,1
658,1255968,6.1,755583,60,2989720,460002,405486,0
393,4186963,27.4,2910228,120,5910551,1162968,1206163,1
438,4100079,24.0,3803843,48,4124293,2140372,1943005,0
809,2705926,4.0,113897,12,1119371,4472909,1036002,0
825,3734500,22.4,303556,84,395759,2959558,1230738,0
804,820959,12.6,2662083,48,2298432,1985142,2618695,1
452,1265379,0.5,2244706,12,1254109,143521,1305426,1
672,4330286,15.9,2216984,12,7010239,2965167,914619,0
667,2365833,3.9,406278,36,2168929,1348092,323475,0
411,2823822,6.3,2309807,24,5075959,1640197,1208550,1
632,2421435,20.9,2293604,60,1020338,4979526,2299865,0
615,1170365,7.7,3404654,60,3533716,2635595,899749,1
538,4166771,26.8,1590933,36,7472771,693733,1411895,0
751,3839852,19.7,1424221,12,5147501,246429,1970138,0
707,3482455,25.0,372357,12,2306553,1941293,2783841,0
620,1895326,18.5,2289246,120,5981350,326299,2442655,0
736,3287204,26.1,2610062,36,4009373,2143617,858607,0
758,4775618,10.9,1158867,12,1880842,2073614,493007,0
640,3319172,16.5,2938232,60,7972274,4397580,2012342,0
460,2572502,15.5,3755310,120,7500694,1674759,764227,0
755,1498256,27.1,738032,12,4533141,1381132,1177370,0
731,2709475,4.9,2312144,120,265429,3078959,312323,0
891,1984214,17.3,2793025,84,3291966,3195225,2323115,0
390,3134096,22.6,122939,24,4111693,189550,480552,0
551,419179,11.1,757237,84,7438340,418868,1141952,0
855,1112799,26.0,1612756,36,5863941,838343,1220645,0
609,3977318,11.2,592716,60,1779982,3884860,127719,0
866,2027465,5.2,1454284,12,4080181,1047959,2327629,0
307,2278391,17.5,632085,24,1436006,4963477,1855633,0
321,2810713,12.6,3591650,84,3790724,2202459,1624854,1
778,2303544,0.5,2416360,84,4282915,4667668,533925,0
515,3841465,2.1,1350228,12,4078294,1234174,159828,0
612,1377710,5.9,3126224,24,3418414,2118634,166875,1
557,3840485,23.1,122745,60,3497998,688313,1875260,0
545,1205251,26.8,2407730,120,6375889,4230719,2243386,1
864,1978860,16.4,2749601,60,4046935,2987868,2385913,1
356,3021545,3.2,3246939,60,336080,378380,2401068,1
764,4452697,16.0,927981,36,5926626,3719360,1180403,0
834,1316254,25.7,2386336,12,4941807,4436057,4020,0
695,3019463,22.5,3082327,84,5565523,3426341,735038,0
537,508202,8.7,3199419,84,5685433,4041848,2361087,1
396,562047,3.7,743815,48,1385537,1380900,2291813,1
710,3884036,27.0,3907264,48,7775335,2160909,1522608,0
581,3651003,25.6,1132162,24,7923145,4272225,71718,0
389,2007053,1.6,1594291,48,1166105,3040686,2330142,1
516,3190291,24.7,808632,24,1751511,3059111,2446773,0
877,2025131,2.9,642271,36,1969945,3835480,680951,0
459,1530778,1.9,1059081,12,7731604,3073334,2412779,0
407,2270328,22.8,584817,60,7459546,632097,1919233,0
709,1696921,16.1,2944433,24,2120109,1064242,2663958,1
419,4112215,12.4,2410037,84,5045031,3892562,1879469,0
852,2176016,27.1,1590612,48,1947650,1211064,268439,0
816,1740017,25.2,2211057,120,304392,3327745,1940917,0
891,2773536,1.7,2436601,24,1842571,2373751,323275,1
848,3838574,18.5,777729,24,618752,3101559,776183,0
446,1513595,23.2,1222986,24,6781926,1189105,2618259,1
427,4709816,16.5,3534315,60,6283525,1551991,2904322,1
505,2424965,29.5,97784,12,1474467,3440389,1425788,0
582,4794764,20.6,3829157,60,4539796,858565,873356,0
828,2272069,3.1,3858942,84,1641221,1542772,1177015,1
740,1159133,5.9,1050202,60,4523324,4990479,726501,0
687,3789391,24.8,1316809,12,7167776,759580,1719881,0
827,231778,29.9,867187,48,7038926,2887953,1263551,0
